TractFIPS,CityFIPS,MeasureId,Data_Value
09001070300,0908000,CASTHMA,0.154
09001070300,0908000,CHD,0.051
09001070300,0908000,CHECKUP,0.642
09001070300,0908000,CHOLSCREEN,0.542
09001070300,0908000,COLON_SCREEN,0.37
09001070300,0908000,COPD,0.087
09001070300,0908000,COREM,0.157
09001070300,0908000,COREW,0.18
09001070300,0908000,CSMOKING,0.333
09001070300,0908000,DENTAL,0.304
09001070300,0908000,DIABETES,0.132
09001070300,0908000,HIGHCHOL,0.329
09001070300,0908000,KIDNEY,0.034
09001070300,0908000,LPA,0.458
09001070300,0908000,MAMMOUSE,0.657
09001070300,0908000,MHLTH,0.251
09001070300,0908000,OBESITY,0.421
09001070300,0908000,PAPTEST,0.653
09001070300,0908000,PHLTH,0.226
09001070300,0908000,SLEEP,0.484
09001070300,0908000,STROKE,0.042
09001070300,0908000,TEETHLOST,0.383
09001070400,0908000,ACCESS2,0.128
09001070400,0908000,ARTHRITIS,0.134
09001070400,0908000,BINGE,0.183
09001070400,0908000,BPHIGH,0.196
09001070400,0908000,BPMED,0.647
09001070400,0908000,CANCER,0.034
09001070400,0908000,CASTHMA,0.103
09001070400,0908000,CHD,0.033
09001070400,0908000,CHECKUP,0.668
09001070400,0908000,CHOLSCREEN,0.651
09001070400,0908000,COLON_SCREEN,0.627
09001070400,0908000,COPD,0.037
09001070400,0908000,COREM,0.297
09001070400,0908000,COREW,0.329
09001070400,0908000,CSMOKING,0.152
09001070400,0908000,DENTAL,0.674
09001070400,0908000,DIABETES,0.063
09001070400,0908000,HIGHCHOL,0.266
09001070400,0908000,KIDNEY,0.018
09001070400,0908000,LPA,0.229
09001070400,0908000,MAMMOUSE,0.78
09001070400,0908000,MHLTH,0.122
09001070400,0908000,OBESITY,0.213
09001070400,0908000,PAPTEST,0.75
09001070400,0908000,PHLTH,0.086
09001070400,0908000,SLEEP,0.37
09001070400,0908000,STROKE,0.018
09001070400,0908000,TEETHLOST,0.104
09001070500,0908000,ACCESS2,0.274
09001070500,0908000,ARTHRITIS,0.171
09001070500,0908000,BINGE,0.142
09001070500,0908000,BPHIGH,0.256
09001070500,0908000,BPMED,0.639
09001070500,0908000,CANCER,0.03
09001070500,0908000,CASTHMA,0.118
09001070500,0908000,CHD,0.047
09001070500,0908000,CHECKUP,0.635
09001070500,0908000,CHOLSCREEN,0.592
09001070500,0908000,COLON_SCREEN,0.423
09001070500,0908000,COPD,0.064
09001070500,0908000,COREM,0.201
09001070500,0908000,COREW,0.197
09001070500,0908000,CSMOKING,0.245
09001070500,0908000,DENTAL,0.416
09001070500,0908000,DIABETES,0.104
09001070500,0908000,HIGHCHOL,0.312
09001070500,0908000,KIDNEY,0.029
09001070500,0908000,LPA,0.351
09001070500,0908000,MAMMOUSE,0.702
09001070500,0908000,MHLTH,0.178
09001070500,0908000,OBESITY,0.316
09001070500,0908000,PAPTEST,0.66
09001070500,0908000,PHLTH,0.158
09001070500,0908000,SLEEP,0.44
09001070500,0908000,STROKE,0.031
09001070500,0908000,TEETHLOST,0.251
09001070600,0908000,ACCESS2,0.218
09001070600,0908000,ARTHRITIS,0.24
09001070600,0908000,BINGE,0.148
09001070600,0908000,BPHIGH,0.339
09001070600,0908000,BPMED,0.739
09001070600,0908000,CANCER,0.052
09001070600,0908000,CASTHMA,0.118
09001070600,0908000,CHD,0.076
09001070600,0908000,CHECKUP,0.695
09001070600,0908000,CHOLSCREEN,0.699
09001070600,0908000,COLON_SCREEN,0.54
09001070600,0908000,COPD,0.076
09001070600,0908000,COREM,0.247
09001070600,0908000,COREW,0.255
09001070600,0908000,CSMOKING,0.221
09001070600,0908000,DENTAL,0.526
09001070600,0908000,DIABETES,0.141
09001070600,0908000,HIGHCHOL,0.377
09001070600,0908000,KIDNEY,0.035
09001070600,0908000,LPA,0.339
09001070600,0908000,MAMMOUSE,0.737
09001070600,0908000,MHLTH,0.16
09001070600,0908000,OBESITY,0.33
09001070600,0908000,PAPTEST,0.75
09001070600,0908000,PHLTH,0.165
09001070600,0908000,SLEEP,0.413
09001070600,0908000,STROKE,0.044
09001070600,0908000,TEETHLOST,0.187
09001070900,0908000,ACCESS2,0.302
09001070900,0908000,ARTHRITIS,0.232
09001070900,0908000,BINGE,0.148
09001070900,0908000,BPHIGH,0.332
09001070900,0908000,BPMED,0.717
09001070900,0908000,CANCER,0.045
09001070900,0908000,CASTHMA,0.121
09001070900,0908000,CHD,0.072
09001070900,0908000,CHECKUP,0.673
09001070900,0908000,CHOLSCREEN,0.659
09001070900,0908000,COLON_SCREEN,0.462
09001070900,0908000,COPD,0.077
09001070900,0908000,COREM,0.216
09001070900,0908000,COREW,0.211
09001070900,0908000,CSMOKING,0.243
09001070900,0908000,DENTAL,0.44
09001070900,0908000,DIABETES,0.146
09001070900,0908000,HIGHCHOL,0.37
09001070900,0908000,KIDNEY,0.035
09001070900,0908000,LPA,0.385
09001070900,0908000,MAMMOUSE,0.718
09001070900,0908000,MHLTH,0.18
09001070900,0908000,OBESITY,0.361
09001070900,0908000,PAPTEST,0.724
09001070900,0908000,PHLTH,0.186
09001070900,0908000,SLEEP,0.437
09001070900,0908000,STROKE,0.045
09001070900,0908000,TEETHLOST,0.256
09001071000,0908000,ACCESS2,0.277
09001071000,0908000,ARTHRITIS,0.194
09001071000,0908000,BINGE,0.163
09001071000,0908000,BPHIGH,0.292
09001071000,0908000,BPMED,0.676
09001071000,0908000,CANCER,0.036
09001071000,0908000,CASTHMA,0.119
09001071000,0908000,CHD,0.052
09001071000,0908000,CHECKUP,0.662
09001071000,0908000,CHOLSCREEN,0.655
09001071000,0908000,COLON_SCREEN,0.51
09001071000,0908000,COPD,0.061
09001071000,0908000,COREM,0.212
09001071000,0908000,COREW,0.25
09001071000,0908000,CSMOKING,0.241
09001071000,0908000,DENTAL,0.493
09001071000,0908000,DIABETES,0.119
09001071000,0908000,HIGHCHOL,0.335
09001071000,0908000,KIDNEY,0.027
09001071000,0908000,LPA,0.359
09001071000,0908000,MAMMOUSE,0.755
09001071000,0908000,MHLTH,0.174
09001071000,0908000,OBESITY,0.345
09001071000,0908000,PAPTEST,0.761
09001071000,0908000,PHLTH,0.158
09001071000,0908000,SLEEP,0.439
09001071000,0908000,STROKE,0.033
09001071000,0908000,TEETHLOST,0.203
09001071100,0908000,ACCESS2,0.238
09001071100,0908000,ARTHRITIS,0.207
09001071100,0908000,BINGE,0.166
09001071100,0908000,BPHIGH,0.301
09001071100,0908000,BPMED,0.699
09001071100,0908000,CANCER,0.042
09001071100,0908000,CASTHMA,0.116
09001071100,0908000,CHD,0.055
09001071100,0908000,CHECKUP,0.677
09001071100,0908000,CHOLSCREEN,0.695
09001071100,0908000,COLON_SCREEN,0.541
09001071100,0908000,COPD,0.062
09001071100,0908000,COREM,0.23
09001071100,0908000,COREW,0.262
09001071100,0908000,CSMOKING,0.221
09001071100,0908000,DENTAL,0.513
09001071100,0908000,DIABETES,0.118
09001071100,0908000,HIGHCHOL,0.338
09001071100,0908000,KIDNEY,0.027
09001071100,0908000,LPA,0.334
09001071100,0908000,MAMMOUSE,0.758
09001071100,0908000,MHLTH,0.161
09001071100,0908000,OBESITY,0.335
09001071100,0908000,PAPTEST,0.781
09001071100,0908000,PHLTH,0.15
09001071100,0908000,SLEEP,0.432
09001071100,0908000,STROKE,0.034
09001071100,0908000,TEETHLOST,0.201
09001071200,0908000,ACCESS2,0.253
09001071200,0908000,ARTHRITIS,0.221
09001071200,0908000,BINGE,0.156
09001071200,0908000,BPHIGH,0.32
09001071200,0908000,BPMED,0.716
09001071200,0908000,CANCER,0.046
09001071200,0908000,CASTHMA,0.116
09001071200,0908000,CHD,0.063
09001071200,0908000,CHECKUP,0.682
09001071200,0908000,CHOLSCREEN,0.689
09001071200,0908000,COLON_SCREEN,0.51
09001071200,0908000,COPD,0.068
09001071200,0908000,COREM,0.235
09001071200,0908000,COREW,0.25
09001071200,0908000,CSMOKING,0.233
09001071200,0908000,DENTAL,0.478
09001071200,0908000,DIABETES,0.13
09001071200,0908000,HIGHCHOL,0.357
09001071200,0908000,KIDNEY,0.029
09001071200,0908000,LPA,0.358
09001071200,0908000,MAMMOUSE,0.733
09001071200,0908000,MHLTH,0.165
09001071200,0908000,OBESITY,0.338
09001071200,0908000,PAPTEST,0.75
09001071200,0908000,PHLTH,0.161
09001071200,0908000,SLEEP,0.439
09001071200,0908000,STROKE,0.038
09001071200,0908000,TEETHLOST,0.223
09001071300,0908000,ACCESS2,0.281
09001071300,0908000,ARTHRITIS,0.228
09001071300,0908000,BINGE,0.154
09001071300,0908000,BPHIGH,0.327
09001071300,0908000,BPMED,0.71
09001071300,0908000,CANCER,0.044
09001071300,0908000,CASTHMA,0.124
09001071300,0908000,CHD,0.066
09001071300,0908000,CHECKUP,0.674
09001071300,0908000,CHOLSCREEN,0.669
09001071300,0908000,COLON_SCREEN,0.505
09001071300,0908000,COPD,0.075
09001071300,0908000,COREM,0.217
09001071300,0908000,COREW,0.239
09001071300,0908000,CSMOKING,0.251
09001071300,0908000,DENTAL,0.471
09001071300,0908000,DIABETES,0.137
09001071300,0908000,HIGHCHOL,0.36
09001071300,0908000,KIDNEY,0.032
09001071300,0908000,LPA,0.375
09001071300,0908000,MAMMOUSE,0.734
09001071300,0908000,MHLTH,0.181
09001071300,0908000,OBESITY,0.362
09001071300,0908000,PAPTEST,0.751
09001071300,0908000,PHLTH,0.178
09001071300,0908000,SLEEP,0.439
09001071300,0908000,STROKE,0.042
09001071300,0908000,TEETHLOST,0.227
09001071400,0908000,ACCESS2,0.291
09001071400,0908000,ARTHRITIS,0.193
09001071400,0908000,BINGE,0.179
09001071400,0908000,BPHIGH,0.269
09001071400,0908000,BPMED,0.657
09001071400,0908000,CANCER,0.039
09001071400,0908000,CASTHMA,0.114
09001071400,0908000,CHD,0.054
09001071400,0908000,CHECKUP,0.636
09001071400,0908000,CHOLSCREEN,0.644
09001071400,0908000,COLON_SCREEN,0.51
09001071400,0908000,COPD,0.065
09001071400,0908000,COREM,0.238
09001071400,0908000,COREW,0.257
09001071400,0908000,CSMOKING,0.247
09001071400,0908000,DENTAL,0.503
09001071400,0908000,DIABETES,0.107
09001071400,0908000,HIGHCHOL,0.333
09001071400,0908000,KIDNEY,0.026
09001071400,0908000,LPA,0.354
09001071400,0908000,MAMMOUSE,0.735
09001071400,0908000,MHLTH,0.176
09001071400,0908000,OBESITY,0.33
09001071400,0908000,PAPTEST,0.762
09001071400,0908000,PHLTH,0.159
09001071400,0908000,SLEEP,0.419
09001071400,0908000,STROKE,0.031
09001071400,0908000,TEETHLOST,0.207
09001071600,0908000,ACCESS2,0.401
09001071600,0908000,ARTHRITIS,0.212
09001071600,0908000,BINGE,0.138
09001071600,0908000,BPHIGH,0.31
09001071600,0908000,BPMED,0.646
09001071600,0908000,CANCER,0.031
09001071600,0908000,CASTHMA,0.141
09001071600,0908000,CHD,0.065
09001071600,0908000,CHECKUP,0.626
09001071600,0908000,CHOLSCREEN,0.551
09001071600,0908000,COLON_SCREEN,0.325
09001071600,0908000,COPD,0.096
09001071600,0908000,COREM,0.18
09001071600,0908000,COREW,0.164
09001071600,0908000,CSMOKING,0.334
09001071600,0908000,DENTAL,0.29
09001071600,0908000,DIABETES,0.139
09001071600,0908000,HIGHCHOL,0.353
09001071600,0908000,KIDNEY,0.036
09001071600,0908000,LPA,0.447
09001071600,0908000,MAMMOUSE,0.645
09001071600,0908000,MHLTH,0.24
09001071600,0908000,OBESITY,0.408
09001071600,0908000,PAPTEST,0.599
09001071600,0908000,PHLTH,0.228
09001071600,0908000,SLEEP,0.477
09001071600,0908000,STROKE,0.045
09001071600,0908000,TEETHLOST,0.39
09001071900,0908000,ACCESS2,0.259
09001071900,0908000,ARTHRITIS,0.19
09001071900,0908000,BINGE,0.191
09001071900,0908000,BPHIGH,0.281
09001071900,0908000,BPMED,0.645
09001071900,0908000,CANCER,0.036
09001071900,0908000,CASTHMA,0.118
09001071900,0908000,CHD,0.051
09001071900,0908000,CHECKUP,0.643
09001071900,0908000,CHOLSCREEN,0.647
09001071900,0908000,COLON_SCREEN,0.473
09001071900,0908000,COPD,0.067
09001071900,0908000,COREM,0.234
09001071900,0908000,COREW,0.25
09001071900,0908000,CSMOKING,0.271
09001071900,0908000,DENTAL,0.46
09001071900,0908000,DIABETES,0.104
09001071900,0908000,HIGHCHOL,0.324
09001071900,0908000,KIDNEY,0.024
09001071900,0908000,LPA,0.346
09001071900,0908000,MAMMOUSE,0.719
09001071900,0908000,MHLTH,0.179
09001071900,0908000,OBESITY,0.343
09001071900,0908000,PAPTEST,0.746
09001071900,0908000,PHLTH,0.157
09001071900,0908000,SLEEP,0.447
09001071900,0908000,STROKE,0.032
09001071900,0908000,TEETHLOST,0.233
09001072000,0908000,ACCESS2,0.191
09001072000,0908000,ARTHRITIS,0.197
09001072000,0908000,BINGE,0.186
09001072000,0908000,BPHIGH,0.271
09001072000,0908000,BPMED,0.688
09001072000,0908000,CANCER,0.045
09001072000,0908000,CASTHMA,0.112
09001072000,0908000,CHD,0.049
09001072000,0908000,CHECKUP,0.676
09001072000,0908000,CHOLSCREEN,0.716
09001072000,0908000,COLON_SCREEN,0.567
09001072000,0908000,COPD,0.056
09001072000,0908000,COREM,0.269
09001072000,0908000,COREW,0.301
09001072000,0908000,CSMOKING,0.208
09001072000,0908000,DENTAL,0.569
09001072000,0908000,DIABETES,0.096
09001072000,0908000,HIGHCHOL,0.323
09001072000,0908000,KIDNEY,0.023
09001072000,0908000,LPA,0.296
09001072000,0908000,MAMMOUSE,0.758
09001072000,0908000,MHLTH,0.15
09001072000,0908000,OBESITY,0.301
09001072000,0908000,PAPTEST,0.794
09001072000,0908000,PHLTH,0.13
09001072000,0908000,SLEEP,0.414
09001072000,0908000,STROKE,0.028
09001072000,0908000,TEETHLOST,0.167
09001072100,0908000,ACCESS2,0.143
09001072100,0908000,ARTHRITIS,0.233
09001072100,0908000,BINGE,0.174
09001072100,0908000,BPHIGH,0.297
09001072100,0908000,BPMED,0.742
09001072100,0908000,CANCER,0.064
09001072100,0908000,CASTHMA,0.104
09001072100,0908000,CHD,0.059
09001072100,0908000,CHECKUP,0.704
09001072100,0908000,CHOLSCREEN,0.781
09001072100,0908000,COLON_SCREEN,0.645
09001072100,0908000,COPD,0.059
09001072100,0908000,COREM,0.31
09001072100,0908000,COREW,0.346
09001072100,0908000,CSMOKING,0.17
09001072100,0908000,DENTAL,0.675
09001072100,0908000,DIABETES,0.099
09001072100,0908000,HIGHCHOL,0.352
09001072100,0908000,KIDNEY,0.026
09001072100,0908000,LPA,0.273
09001072100,0908000,MAMMOUSE,0.78
09001072100,0908000,MHLTH,0.127
09001072100,0908000,OBESITY,0.275
09001072100,0908000,PAPTEST,0.827
09001072100,0908000,PHLTH,0.122
09001072100,0908000,SLEEP,0.37
09001072100,0908000,STROKE,0.031
09001072100,0908000,TEETHLOST,0.119
09001072200,0908000,ACCESS2,0.159
09001072200,0908000,ARTHRITIS,0.252
09001072200,0908000,BINGE,0.166
09001072200,0908000,BPHIGH,0.309
09001072200,0908000,BPMED,0.76
09001072200,0908000,CANCER,0.074
09001072200,0908000,CASTHMA,0.105
09001072200,0908000,CHD,0.071
09001072200,0908000,CHECKUP,0.705
09001072200,0908000,CHOLSCREEN,0.763
09001072200,0908000,COLON_SCREEN,0.619
09001072200,0908000,COPD,0.067
09001072200,0908000,COREM,0.306
09001072200,0908000,COREW,0.312
09001072200,0908000,CSMOKING,0.17
09001072200,0908000,DENTAL,0.648
09001072200,0908000,DIABETES,0.101
09001072200,0908000,HIGHCHOL,0.363
09001072200,0908000,KIDNEY,0.029
09001072200,0908000,LPA,0.285
09001072200,0908000,MAMMOUSE,0.767
09001072200,0908000,MHLTH,0.13
09001072200,0908000,OBESITY,0.261
09001072200,0908000,PAPTEST,0.807
09001072200,0908000,PHLTH,0.131
09001072200,0908000,SLEEP,0.359
09001072200,0908000,STROKE,0.037
09001072200,0908000,TEETHLOST,0.145
09001072300,0908000,ACCESS2,0.172
09001072300,0908000,ARTHRITIS,0.214
09001072300,0908000,BINGE,0.184
09001072300,0908000,BPHIGH,0.28
09001072300,0908000,BPMED,0.716
09001072300,0908000,CANCER,0.055
09001072300,0908000,CASTHMA,0.108
09001072300,0908000,CHD,0.053
09001072300,0908000,CHECKUP,0.689
09001072300,0908000,CHOLSCREEN,0.742
09001072300,0908000,COLON_SCREEN,0.592
09001072300,0908000,COPD,0.057
09001072300,0908000,COREM,0.285
09001072300,0908000,COREW,0.307
09001072300,0908000,CSMOKING,0.19
09001072300,0908000,DENTAL,0.611
09001072300,0908000,DIABETES,0.095
09001072300,0908000,HIGHCHOL,0.335
09001072300,0908000,KIDNEY,0.024
09001072300,0908000,LPA,0.289
09001072300,0908000,MAMMOUSE,0.763
09001072300,0908000,MHLTH,0.139
09001072300,0908000,OBESITY,0.284
09001072300,0908000,PAPTEST,0.811
09001072300,0908000,PHLTH,0.125
09001072300,0908000,SLEEP,0.393
09001072300,0908000,STROKE,0.029
09001072300,0908000,TEETHLOST,0.157
09001072400,0908000,ACCESS2,0.174
09001072400,0908000,ARTHRITIS,0.208
09001072400,0908000,BINGE,0.176
09001072400,0908000,BPHIGH,0.287
09001072400,0908000,BPMED,0.714
09001072400,0908000,CANCER,0.05
09001072400,0908000,CASTHMA,0.11
09001072400,0908000,CHD,0.05
09001072400,0908000,CHECKUP,0.695
09001072400,0908000,CHOLSCREEN,0.746
09001072400,0908000,COLON_SCREEN,0.62
09001072400,0908000,COPD,0.054
09001072400,0908000,COREM,0.29
09001072400,0908000,COREW,0.332
09001072400,0908000,CSMOKING,0.187
09001072400,0908000,DENTAL,0.649
09001072400,0908000,DIABETES,0.102
09001072400,0908000,HIGHCHOL,0.33
09001072400,0908000,KIDNEY,0.025
09001072400,0908000,LPA,0.293
09001072400,0908000,MAMMOUSE,0.788
09001072400,0908000,MHLTH,0.14
09001072400,0908000,OBESITY,0.305
09001072400,0908000,PAPTEST,0.837
09001072400,0908000,PHLTH,0.126
09001072400,0908000,SLEEP,0.397
09001072400,0908000,STROKE,0.029
09001072400,0908000,TEETHLOST,0.127
09001072500,0908000,ACCESS2,0.129
09001072500,0908000,ARTHRITIS,0.23
09001072500,0908000,BINGE,0.185
09001072500,0908000,BPHIGH,0.284
09001072500,0908000,BPMED,0.739
09001072500,0908000,CANCER,0.066
09001072500,0908000,CASTHMA,0.102
09001072500,0908000,CHD,0.056
09001072500,0908000,CHECKUP,0.703
09001072500,0908000,CHOLSCREEN,0.789
09001072500,0908000,COLON_SCREEN,0.652
09001072500,0908000,COPD,0.056
09001072500,0908000,COREM,0.308
09001072500,0908000,COREW,0.352
09001072500,0908000,CSMOKING,0.165
09001072500,0908000,DENTAL,0.677
09001072500,0908000,DIABETES,0.09
09001072500,0908000,HIGHCHOL,0.348
09001072500,0908000,KIDNEY,0.024
09001072500,0908000,LPA,0.261
09001072500,0908000,MAMMOUSE,0.781
09001072500,0908000,MHLTH,0.123
09001072500,0908000,OBESITY,0.263
09001072500,0908000,PAPTEST,0.833
09001072500,0908000,PHLTH,0.114
09001072500,0908000,SLEEP,0.368
09001072500,0908000,STROKE,0.028
09001072500,0908000,TEETHLOST,0.122
09001072600,0908000,ACCESS2,0.123
09001072600,0908000,ARTHRITIS,0.224
09001072600,0908000,BINGE,0.188
09001072600,0908000,BPHIGH,0.27
09001072600,0908000,BPMED,0.742
09001072600,0908000,CANCER,0.065
09001072600,0908000,CASTHMA,0.107
09001072600,0908000,CHD,0.059
09001072600,0908000,CHECKUP,0.689
09001072600,0908000,CHOLSCREEN,0.741
09001072600,0908000,COLON_SCREEN,0.632
09001072600,0908000,COPD,0.06
09001072600,0908000,COREM,0.317
09001072600,0908000,COREW,0.334
09001072600,0908000,CSMOKING,0.17
09001072600,0908000,DENTAL,0.677
09001072600,0908000,DIABETES,0.085
09001072600,0908000,HIGHCHOL,0.341
09001072600,0908000,KIDNEY,0.024
09001072600,0908000,LPA,0.257
09001072600,0908000,MAMMOUSE,0.766
09001072600,0908000,MHLTH,0.132
09001072600,0908000,OBESITY,0.244
09001072600,0908000,PAPTEST,0.802
09001072600,0908000,PHLTH,0.116
09001072600,0908000,SLEEP,0.352
09001072600,0908000,STROKE,0.03
09001072600,0908000,TEETHLOST,0.129
09001072700,0908000,ACCESS2,0.115
09001072700,0908000,ARTHRITIS,0.213
09001072700,0908000,BINGE,0.192
09001072700,0908000,BPHIGH,0.284
09001072700,0908000,BPMED,0.738
09001072700,0908000,CANCER,0.06
09001072700,0908000,CASTHMA,0.1
09001072700,0908000,CHD,0.049
09001072700,0908000,CHECKUP,0.72
09001072700,0908000,CHOLSCREEN,0.803
09001072700,0908000,COLON_SCREEN,0.688
09001072700,0908000,COPD,0.046
09001072700,0908000,COREM,0.318
09001072700,0908000,COREW,0.377
09001072700,0908000,CSMOKING,0.149
09001072700,0908000,DENTAL,0.719
09001072700,0908000,DIABETES,0.09
09001072700,0908000,HIGHCHOL,0.331
09001072700,0908000,KIDNEY,0.022
09001072700,0908000,LPA,0.243
09001072700,0908000,MAMMOUSE,0.814
09001072700,0908000,MHLTH,0.113
09001072700,0908000,OBESITY,0.27
09001072700,0908000,PAPTEST,0.866
09001072700,0908000,PHLTH,0.102
09001072700,0908000,SLEEP,0.371
09001072700,0908000,STROKE,0.025
09001072700,0908000,TEETHLOST,0.099
09001072800,0908000,ACCESS2,0.173
09001072800,0908000,ARTHRITIS,0.23
09001072800,0908000,BINGE,0.16
09001072800,0908000,BPHIGH,0.337
09001072800,0908000,BPMED,0.749
09001072800,0908000,CANCER,0.052
09001072800,0908000,CASTHMA,0.117
09001072800,0908000,CHD,0.056
09001072800,0908000,CHECKUP,0.728
09001072800,0908000,CHOLSCREEN,0.76
09001072800,0908000,COLON_SCREEN,0.625
09001072800,0908000,COPD,0.057
09001072800,0908000,COREM,0.25
09001072800,0908000,COREW,0.298
09001072800,0908000,CSMOKING,0.192
09001072800,0908000,DENTAL,0.596
09001072800,0908000,DIABETES,0.125
09001072800,0908000,HIGHCHOL,0.341
09001072800,0908000,KIDNEY,0.028
09001072800,0908000,LPA,0.305
09001072800,0908000,MAMMOUSE,0.797
09001072800,0908000,MHLTH,0.141
09001072800,0908000,OBESITY,0.336
09001072800,0908000,PAPTEST,0.829
09001072800,0908000,PHLTH,0.133
09001072800,0908000,SLEEP,0.429
09001072800,0908000,STROKE,0.036
09001072800,0908000,TEETHLOST,0.155
09001072900,0908000,ACCESS2,0.161
09001072900,0908000,ARTHRITIS,0.216
09001072900,0908000,BINGE,0.171
09001072900,0908000,BPHIGH,0.312
09001072900,0908000,BPMED,0.732
09001072900,0908000,CANCER,0.05
09001072900,0908000,CASTHMA,0.112
09001072900,0908000,CHD,0.051
09001072900,0908000,CHECKUP,0.717
09001072900,0908000,CHOLSCREEN,0.761
09001072900,0908000,COLON_SCREEN,0.619
09001072900,0908000,COPD,0.053
09001072900,0908000,COREM,0.262
09001072900,0908000,COREW,0.306
09001072900,0908000,CSMOKING,0.189
09001072900,0908000,DENTAL,0.611
09001072900,0908000,DIABETES,0.109
09001072900,0908000,HIGHCHOL,0.332
09001072900,0908000,KIDNEY,0.025
09001072900,0908000,LPA,0.294
09001072900,0908000,MAMMOUSE,0.795
09001072900,0908000,MHLTH,0.137
09001072900,0908000,OBESITY,0.318
09001072900,0908000,PAPTEST,0.829
09001072900,0908000,PHLTH,0.125
09001072900,0908000,SLEEP,0.422
09001072900,0908000,STROKE,0.031
09001072900,0908000,TEETHLOST,0.149
09001073000,0908000,ACCESS2,0.164
09001073000,0908000,ARTHRITIS,0.233
09001073000,0908000,BINGE,0.17
09001073000,0908000,BPHIGH,0.309
09001073000,0908000,BPMED,0.736
09001073000,0908000,CANCER,0.059
09001073000,0908000,CASTHMA,0.106
09001073000,0908000,CHD,0.059
09001073000,0908000,CHECKUP,0.707
09001073000,0908000,CHOLSCREEN,0.775
09001073000,0908000,COLON_SCREEN,0.599
09001073000,0908000,COPD,0.058
09001073000,0908000,COREM,0.284
09001073000,0908000,COREW,0.303
09001073000,0908000,CSMOKING,0.182
09001073000,0908000,DENTAL,0.617
09001073000,0908000,DIABETES,0.108
09001073000,0908000,HIGHCHOL,0.35
09001073000,0908000,KIDNEY,0.027
09001073000,0908000,LPA,0.298
09001073000,0908000,MAMMOUSE,0.771
09001073000,0908000,MHLTH,0.135
09001073000,0908000,OBESITY,0.305
09001073000,0908000,PAPTEST,0.815
09001073000,0908000,PHLTH,0.131
09001073000,0908000,SLEEP,0.396
09001073000,0908000,STROKE,0.032
09001073000,0908000,TEETHLOST,0.148
09001073100,0908000,ACCESS2,0.176
09001073100,0908000,ARTHRITIS,0.279
09001073100,0908000,BINGE,0.145
09001073100,0908000,BPHIGH,0.362
09001073100,0908000,BPMED,0.779
09001073100,0908000,CANCER,0.072
09001073100,0908000,CASTHMA,0.11
09001073100,0908000,CHD,0.079
09001073100,0908000,CHECKUP,0.727
09001073100,0908000,CHOLSCREEN,0.788
09001073100,0908000,COLON_SCREEN,0.595
09001073100,0908000,COPD,0.074
09001073100,0908000,COREM,0.271
09001073100,0908000,COREW,0.286
09001073100,0908000,CSMOKING,0.184
09001073100,0908000,DENTAL,0.583
09001073100,0908000,DIABETES,0.135
